Time,CPU%,MemoryMB,Handles,Threads,Anomaly
00:16:12,0,155,275,1,False
00:16:42,0,155,275,1,False
00:17:12,0,155,275,1,False
00:17:42,0,155,275,1,False
00:18:12,0,155,275,1,False
00:18:42,0,155,275,1,False
00:19:13,0,155,275,1,False
00:19:43,0,155,275,1,False
00:20:13,0,155,275,1,False
00:20:43,0,155,275,1,False
00:21:13,0,155,275,1,False
00:21:43,0,155,275,1,False
00:22:13,0,155,275,1,False
00:22:43,0,155,275,1,False
00:23:13,0,155,275,1,False
00:23:43,0,155,275,1,False
00:24:13,0,155,275,1,False
00:24:43,0,155,275,1,False
00:25:13,0,155,275,1,False
00:25:43,0,155,275,1,False
00:26:13,0,155,275,1,False
00:26:43,0,155,275,1,False
00:27:13,0,155,275,1,False
00:27:43,0,155,275,1,False
00:28:13,0,155,275,1,False
00:28:43,0,155,275,1,False
00:29:13,0,155,275,1,False
00:29:43,0,155,275,1,False
00:30:13,0,155,275,1,False
00:30:43,0,155,275,1,False
00:31:13,0,155,275,1,False
00:31:43,0,155,275,1,False
00:32:13,0,155,275,1,False
00:32:43,0,155,275,1,False
00:33:13,0,155,275,1,False
00:33:44,0,155,275,1,False
00:34:14,0,155,275,1,False
00:34:44,0,155,275,1,False
00:35:14,0,155,275,1,False
00:35:44,0,155,275,1,False
00:36:14,0,155,275,1,False
00:36:44,0,155,275,1,False
00:37:14,0,155,275,1,False
00:37:44,0,155,275,1,False
00:38:14,0,155,275,1,False
00:38:44,0,155,275,1,False
00:39:14,0,155,275,1,False
00:39:44,0,155,275,1,False
00:40:14,0,155,275,1,False
00:40:44,0,155,275,1,False
00:41:14,0,155,275,1,False
00:41:44,0,155,275,1,False
00:42:14,0,155,275,1,False
00:42:44,0,155,275,1,False
00:43:14,0,155,275,1,False
00:43:44,0,155,275,1,False
00:44:14,0,155,275,1,False
00:44:44,0,155,275,1,False
00:45:14,0,155,275,1,False
00:45:44,0,155,275,1,False
00:46:14,0,155,275,1,False
00:46:44,0,155,275,1,False
00:47:14,0,155,275,1,False
00:47:44,0,155,275,1,False
00:48:14,0,155,275,1,False
00:48:44,0,155,275,1,False
00:49:15,0,155,275,1,False
00:49:45,0,155,275,1,False
00:50:15,0,155,275,1,False
00:50:45,0,155,275,1,False
00:51:15,0,155,275,1,False
00:51:45,0,155,275,1,False
00:52:15,0,155,275,1,False
00:52:45,0,155,275,1,False
00:53:15,0,155,275,1,False
00:53:45,0,155,275,1,False
00:54:15,0,155,275,1,False
00:54:45,0,155,275,1,False
00:55:15,0,155,275,1,False
00:55:45,0,155,275,1,False
00:56:15,0,155,275,1,False
00:56:45,0,155,275,1,False
00:57:15,0,155,275,1,False
00:57:45,0,155,275,1,False
00:58:15,0,155,275,1,False
00:58:45,0,155,275,1,False
00:59:15,0,155,275,1,False
00:59:45,0,155,275,1,False
01:00:15,0,155,275,1,False
01:00:45,0,155,275,1,False
01:01:15,0,155,275,1,False
01:01:45,0,155,275,1,False
01:02:15,0,155,275,1,False
01:02:45,0,155,275,1,False
01:03:15,0,155,275,1,False
01:03:46,0,155,275,1,False
01:04:16,0,155,275,1,False
01:04:46,0,155,275,1,False
01:05:16,0,155,275,1,False
01:05:46,0,155,275,1,False
01:06:16,0,155,275,1,False
01:06:46,0,155,275,1,False
01:07:16,0,155,275,1,False
01:07:46,0,155,275,1,False
01:08:16,0,155,275,1,False
01:08:46,0,155,275,1,False
01:09:16,0,155,275,1,False
01:09:46,0,155,275,1,False
01:10:16,0,155,275,1,False
01:10:46,0,155,275,1,False
01:11:16,0,155,275,1,False
01:11:46,0,155,275,1,False
01:12:16,0,155,275,1,False
01:12:46,0,155,275,1,False
01:13:16,0,155,275,1,False
01:13:46,0,155,275,1,False
01:14:16,0,155,275,1,False
01:14:46,0,155,275,1,False
01:15:16,0,155,275,1,False
01:15:46,0,155,275,1,False
01:16:16,0,155,275,1,False
01:16:46,0,155,275,1,False
01:17:16,0,155,275,1,False
01:17:46,0,155,275,1,False
01:18:16,0,155,275,1,False
01:18:46,0,155,275,1,False
01:19:16,0,155,275,1,False
01:19:47,0,155,275,1,False
01:20:17,0,155,275,1,False
01:20:47,0,155,275,1,False
01:21:17,0,155,275,1,False
01:21:47,0,155,275,1,False
01:22:17,0,155,275,1,False
01:22:47,0,155,275,1,False
01:23:17,0,155,275,1,False
01:23:47,0,155,275,1,False
01:24:17,0,155,275,1,False
01:24:47,0,155,275,1,False
01:25:17,0,155,275,1,False
01:25:47,0,155,275,1,False
01:26:17,0,155,275,1,False
01:26:47,0,155,275,1,False
01:27:17,0,155,275,1,False
01:27:47,0,155,275,1,False
01:28:17,0,155,275,1,False
01:28:47,0,155,275,1,False
01:29:17,0,155,275,1,False
01:29:47,0,155,275,1,False
01:30:17,0,155,275,1,False
01:30:47,0,155,275,1,False
01:31:17,0,155,275,1,False
01:31:47,0,155,275,1,False
01:32:17,0,155,275,1,False
01:32:47,0,155,275,1,False
01:33:17,0,155,275,1,False
01:33:47,0,155,275,1,False
01:34:17,0,155,275,1,False
01:34:47,0,155,275,1,False
01:35:18,0,155,275,1,False
01:35:48,0,155,275,1,False
01:36:18,0,155,275,1,False
01:36:48,0,155,275,1,False
01:37:18,0,155,275,1,False
01:37:48,0,155,275,1,False
01:38:18,0,155,275,1,False
01:38:48,0,155,275,1,False
01:39:18,0,155,275,1,False
01:39:48,0,155,275,1,False
01:40:18,0,155,275,1,False
01:40:48,0,155,275,1,False
01:41:18,0,155,275,1,False
01:41:48,0,155,275,1,False
01:42:18,0,155,275,1,False
01:42:48,0,155,275,1,False
01:43:18,0,155,275,1,False
01:43:48,0,155,275,1,False
01:44:18,0,155,275,1,False
01:44:48,0,155,275,1,False
01:45:18,0,155,275,1,False
01:45:48,0,155,275,1,False
01:46:18,0,155,275,1,False
01:46:48,0,155,275,1,False
01:47:18,0,155,275,1,False
01:47:48,0,155,275,1,False
01:48:18,0,155,275,1,False
01:48:48,0,155,275,1,False
01:49:18,0,155,275,1,False
01:49:48,0,155,275,1,False
01:50:18,0,155,275,1,False
01:50:49,0,155,275,1,False
01:51:19,0,155,275,1,False
01:51:49,0,155,275,1,False
01:52:19,0,155,275,1,False
01:52:49,0,155,275,1,False
01:53:19,0,155,275,1,False
01:53:49,0,155,275,1,False
01:54:19,0,155,275,1,False
01:54:49,0,155,275,1,False
01:55:19,0,155,275,1,False
01:55:49,0,155,275,1,False
01:56:19,0,155,275,1,False
01:56:49,0,155,275,1,False
01:57:19,0,155,275,1,False
01:57:49,0,155,275,1,False
01:58:19,0,155,275,1,False
